"","lon_dd","lat_dd"
"1",-48.410084079389,-27.1797340081327
"2",-48.3665065892001,-27.2749287403201
"3",-48.3743224491872,-27.2775747345866
"4",-48.3734726779517,-27.2833704797203
"5",-48.3680585666064,-27.2905502833934
"6",-48.3668246173571,-27.295053562097
"7",-48.3609932530698,-27.2955725840492
"8",-48.3309802998345,-27.2709635652583
